,loja,data,venda,loja_web,index,c_br,c_uy,s_al,s_am,s_ap,s_ba,s_ce,s_df,s_es,s_ex,s_go,s_ma,s_mg,s_ms,s_mt,s_pa,s_pb,s_pe,s_pi,s_pr,s_rj,s_rn,s_ro,s_rr,s_rs,s_sc,s_se,s_sp,s_to,week_of_year,year,store_avg,store_std,holiday,forecast
2496,renner_br_sp_2,2022-04-17,102,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,2022,110.79272727272728,106.05874259683154,1,91.30104
2497,renner_br_sp_2,2022-04-24,102,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,2022,110.79272727272728,106.05874259683154,1,90.30621
2498,renner_br_sp_2,2022-05-01,80,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,2022,110.79272727272728,106.05874259683154,1,91.711006
2499,renner_br_sp_2,2022-05-08,91,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,2022,110.79272727272728,106.05874259683154,0,89.56096
2500,renner_br_sp_2,2022-05-15,31,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,2022,110.79272727272728,106.05874259683154,1,88.86203
2501,renner_br_sp_2,2022-05-22,51,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,2022,110.79272727272728,106.05874259683154,0,86.57843
2502,renner_br_sp_2,2022-05-29,51,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,2022,110.79272727272728,106.05874259683154,0,89.05058
2503,renner_br_sp_20,2022-04-10,142,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,2022,148.16,109.19922461690972,0,128.12328
2504,renner_br_sp_20,2022-04-17,123,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,2022,148.16,109.19922461690972,1,131.36182
2505,renner_br_sp_20,2022-04-24,114,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,2022,148.16,109.19922461690972,1,133.21825
2506,renner_br_sp_20,2022-05-01,117,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,2022,148.16,109.19922461690972,1,137.52425
2507,renner_br_sp_20,2022-05-08,70,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,2022,148.16,109.19922461690972,0,135.50233
2508,renner_br_sp_20,2022-05-15,42,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,2022,148.16,109.19922461690972,1,133.62395
2509,renner_br_sp_20,2022-05-22,49,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,2022,148.16,109.19922461690972,0,131.60544
2510,renner_br_sp_20,2022-05-29,67,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,2022,148.16,109.19922461690972,0,138.6026
2511,renner_br_sp_21,2022-04-10,39,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,2022,71.64727272727272,91.09557797432564,0,45.882732
2512,renner_br_sp_21,2022-04-17,42,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,2022,71.64727272727272,91.09557797432564,1,47.744183
2513,renner_br_sp_21,2022-04-24,21,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,2022,71.64727272727272,91.09557797432564,1,47.7097
2514,renner_br_sp_21,2022-05-01,20,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,2022,71.64727272727272,91.09557797432564,1,47.627823
2515,renner_br_sp_21,2022-05-08,18,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,2022,71.64727272727272,91.09557797432564,0,45.626
2516,renner_br_sp_21,2022-05-15,13,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,2022,71.64727272727272,91.09557797432564,1,45.7042
2517,renner_br_sp_21,2022-05-22,20,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,2022,71.64727272727272,91.09557797432564,0,44.026917
2518,renner_br_sp_21,2022-05-29,10,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,2022,71.64727272727272,91.09557797432564,0,44.130978
2519,renner_br_sp_23,2022-04-10,88,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,2022,103.24727272727272,95.58565512231726,0,77.32732
2520,renner_br_sp_23,2022-04-17,88,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,2022,103.24727272727272,95.58565512231726,1,80.66381
2521,renner_br_sp_23,2022-04-24,82,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,2022,103.24727272727272,95.58565512231726,1,80.66381
2522,renner_br_sp_23,2022-05-01,46,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,2022,103.24727272727272,95.58565512231726,1,83.26886
2523,renner_br_sp_23,2022-05-08,51,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,2022,103.24727272727272,95.58565512231726,0,81.04103
2524,renner_br_sp_23,2022-05-15,15,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,2022,103.24727272727272,95.58565512231726,1,81.56123
2525,renner_br_sp_23,2022-05-22,30,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,2022,103.24727272727272,95.58565512231726,0,79.46018
2526,renner_br_sp_23,2022-05-29,42,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,2022,103.24727272727272,95.58565512231726,0,81.18463
2527,renner_br_sp_24,2022-04-10,49,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,2022,95.74181818181818,100.96105104840647,0,62.62668
2528,renner_br_sp_24,2022-04-17,43,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,2022,95.74181818181818,100.96105104840647,1,65.53078
2529,renner_br_sp_24,2022-04-24,31,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,2022,95.74181818181818,100.96105104840647,1,65.22529
2530,renner_br_sp_24,2022-05-01,26,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,2022,95.74181818181818,100.96105104840647,1,65.55576
2531,renner_br_sp_24,2022-05-08,34,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,2022,95.74181818181818,100.96105104840647,0,62.26753
2532,renner_br_sp_24,2022-05-15,14,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,2022,95.74181818181818,100.96105104840647,1,62.036217
2533,renner_br_sp_24,2022-05-22,21,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,2022,95.74181818181818,100.96105104840647,0,59.364147
2534,renner_br_sp_24,2022-05-29,10,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,2022,95.74181818181818,100.96105104840647,0,60.16509
2535,renner_br_sp_25,2022-04-10,57,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,2022,75.34181818181818,87.18299968823253,0,48.068832
2536,renner_br_sp_25,2022-04-17,49,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,2022,75.34181818181818,87.18299968823253,1,50.09819
2537,renner_br_sp_25,2022-04-24,31,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,2022,75.34181818181818,87.18299968823253,1,50.09819
2538,renner_br_sp_25,2022-05-01,21,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,2022,75.34181818181818,87.18299968823253,1,50.09819
2539,renner_br_sp_25,2022-05-08,39,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,2022,75.34181818181818,87.18299968823253,0,48.12549
2540,renner_br_sp_25,2022-05-15,7,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,2022,75.34181818181818,87.18299968823253,1,48.06963
2541,renner_br_sp_25,2022-05-22,9,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,2022,75.34181818181818,87.18299968823253,0,46.493824
2542,renner_br_sp_25,2022-05-29,9,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,2022,75.34181818181818,87.18299968823253,0,46.597885
2543,renner_br_sp_26,2022-04-10,66,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,2022,104.0,126.84616235862042,0,61.989746
2544,renner_br_sp_26,2022-04-17,55,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,2022,104.0,126.84616235862042,1,63.933113
2545,renner_br_sp_26,2022-04-24,38,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,2022,104.0,126.84616235862042,1,62.95899
2546,renner_br_sp_26,2022-05-01,46,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,2022,104.0,126.84616235862042,1,62.69849
2547,renner_br_sp_26,2022-05-08,24,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,2022,104.0,126.84616235862042,0,60.099266
2548,renner_br_sp_26,2022-05-15,28,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,2022,104.0,126.84616235862042,1,59.02604
2549,renner_br_sp_26,2022-05-22,32,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,2022,104.0,126.84616235862042,0,56.79029
2550,renner_br_sp_26,2022-05-29,10,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,2022,104.0,126.84616235862042,0,56.695454
2551,renner_br_sp_28,2022-04-10,46,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,2022,64.88363636363637,78.21279872590432,0,35.856644
2552,renner_br_sp_28,2022-04-17,31,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,2022,64.88363636363637,78.21279872590432,1,37.632645
2553,renner_br_sp_28,2022-04-24,33,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,2022,64.88363636363637,78.21279872590432,1,37.632645
2554,renner_br_sp_28,2022-05-01,25,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,2022,64.88363636363637,78.21279872590432,1,37.632645
2555,renner_br_sp_28,2022-05-08,26,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,2022,64.88363636363637,78.21279872590432,0,35.682766
2556,renner_br_sp_28,2022-05-15,8,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,2022,64.88363636363637,78.21279872590432,1,36.00763
2557,renner_br_sp_28,2022-05-22,13,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,2022,64.88363636363637,78.21279872590432,0,34.431828
2558,renner_br_sp_28,2022-05-29,15,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,2022,64.88363636363637,78.21279872590432,0,34.53589
2559,renner_br_sp_3,2022-04-10,69,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,2022,113.74909090909092,132.56715261915411,0,67.33284
2560,renner_br_sp_3,2022-04-17,67,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,2022,113.74909090909092,132.56715261915411,1,68.53418
2561,renner_br_sp_3,2022-04-24,48,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,2022,113.74909090909092,132.56715261915411,1,67.28797
2562,renner_br_sp_3,2022-05-01,48,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,2022,113.74909090909092,132.56715261915411,1,66.279526
2563,renner_br_sp_3,2022-05-08,38,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,2022,113.74909090909092,132.56715261915411,0,63.459026
2564,renner_br_sp_3,2022-05-15,18,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,2022,113.74909090909092,132.56715261915411,1,61.516388
2565,renner_br_sp_3,2022-05-22,43,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,2022,113.74909090909092,132.56715261915411,0,60.213173
2566,renner_br_sp_3,2022-05-29,19,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,2022,113.74909090909092,132.56715261915411,0,60.317234
2567,renner_br_sp_31,2022-04-10,84,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,2022,151.54545454545453,133.98878074040354,0,105.26147
2568,renner_br_sp_31,2022-04-17,99,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,2022,151.54545454545453,133.98878074040354,1,106.77766
2569,renner_br_sp_31,2022-04-24,72,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,2022,151.54545454545453,133.98878074040354,1,105.347084
2570,renner_br_sp_31,2022-05-01,63,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,2022,151.54545454545453,133.98878074040354,1,102.201065
2571,renner_br_sp_31,2022-05-08,50,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,2022,151.54545454545453,133.98878074040354,0,98.39723
2572,renner_br_sp_31,2022-05-15,32,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,2022,151.54545454545453,133.98878074040354,1,95.598564
2573,renner_br_sp_31,2022-05-22,33,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,2022,151.54545454545453,133.98878074040354,0,93.94164
2574,renner_br_sp_31,2022-05-29,30,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,2022,151.54545454545453,133.98878074040354,0,94.41778
2575,renner_br_sp_37,2022-04-10,72,0,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,2022,114.65818181818182,122.6295809369409,0,72.66398
2576,renner_br_sp_37,2022-04-17,26,0,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,2022,114.65818181818182,122.6295809369409,1,75.17867
2577,renner_br_sp_37,2022-04-24,33,0,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,2022,114.65818181818182,122.6295809369409,1,74.204575
2578,renner_br_sp_37,2022-05-01,44,0,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,2022,114.65818181818182,122.6295809369409,1,72.91535
2579,renner_br_sp_37,2022-05-08,21,0,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,2022,114.65818181818182,122.6295809369409,0,70.12596
2580,renner_br_sp_37,2022-05-15,12,0,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,2022,114.65818181818182,122.6295809369409,1,68.65119
2581,renner_br_sp_37,2022-05-22,14,0,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,2022,114.65818181818182,122.6295809369409,0,66.30906
2582,renner_br_sp_37,2022-05-29,16,0,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,2022,114.65818181818182,122.6295809369409,0,66.08744
2583,renner_br_sp_38,2022-04-10,46,0,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,2022,81.17818181818181,103.43851569666332,0,46.702652
2584,renner_br_sp_38,2022-04-17,36,0,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,2022,81.17818181818181,103.43851569666332,1,48.478653
2585,renner_br_sp_38,2022-04-24,27,0,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,2022,81.17818181818181,103.43851569666332,1,48.429398
2586,renner_br_sp_38,2022-05-01,31,0,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,2022,81.17818181818181,103.43851569666332,1,48.34752
2587,renner_br_sp_38,2022-05-08,21,0,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,2022,81.17818181818181,103.43851569666332,0,46.374817
2588,renner_br_sp_38,2022-05-15,15,0,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,2022,81.17818181818181,103.43851569666332,1,45.733063
2589,renner_br_sp_38,2022-05-22,0,0,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,2022,81.17818181818181,103.43851569666332,0,44.141228
2590,renner_br_sp_39,2022-04-10,103,0,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,2022,119.37818181818182,105.6392889802094,0,85.85971
2591,renner_br_sp_39,2022-04-17,66,0,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,2022,119.37818181818182,105.6392889802094,1,89.13808
2592,renner_br_sp_39,2022-04-24,75,0,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,2022,119.37818181818182,105.6392889802094,1,88.95066
2593,renner_br_sp_39,2022-05-01,36,0,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,2022,119.37818181818182,105.6392889802094,1,88.40459
2594,renner_br_sp_39,2022-05-08,38,0,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,2022,119.37818181818182,105.6392889802094,0,86.33803
2595,renner_br_sp_39,2022-05-15,22,0,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,2022,119.37818181818182,105.6392889802094,1,85.57932
2596,renner_br_sp_39,2022-05-22,25,0,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,2022,119.37818181818182,105.6392889802094,0,82.751625
2597,renner_br_sp_39,2022-05-29,24,0,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,2022,119.37818181818182,105.6392889802094,0,83.622055
2598,renner_br_sp_4,2022-04-10,86,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,2022,92.49090909090908,60.78941535533575,0,76.58004
2599,renner_br_sp_4,2022-04-17,72,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,2022,92.49090909090908,60.78941535533575,1,81.05656
2600,renner_br_sp_4,2022-04-24,68,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,2022,92.49090909090908,60.78941535533575,1,82.56194
2601,renner_br_sp_4,2022-05-01,69,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,2022,92.49090909090908,60.78941535533575,1,85.02571
2602,renner_br_sp_4,2022-05-08,61,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,2022,92.49090909090908,60.78941535533575,0,83.27663
2603,renner_br_sp_4,2022-05-15,28,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,2022,92.49090909090908,60.78941535533575,1,85.02571
2604,renner_br_sp_4,2022-05-22,32,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,2022,92.49090909090908,60.78941535533575,0,83.230865
2605,renner_br_sp_4,2022-05-29,37,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,2022,92.49090909090908,60.78941535533575,0,85.505165
2606,renner_br_sp_40,2022-04-10,43,0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,2022,77.19636363636364,101.60190304348176,0,46.763077
2607,renner_br_sp_40,2022-04-17,33,0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,2022,77.19636363636364,101.60190304348176,1,48.624527
2608,renner_br_sp_40,2022-04-24,36,0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,2022,77.19636363636364,101.60190304348176,1,48.590046
2609,renner_br_sp_40,2022-05-01,28,0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,2022,77.19636363636364,101.60190304348176,1,48.508167
2610,renner_br_sp_40,2022-05-08,31,0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,2022,77.19636363636364,101.60190304348176,0,46.450016
2611,renner_br_sp_40,2022-05-15,24,0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,2022,77.19636363636364,101.60190304348176,1,46.31538
2612,renner_br_sp_40,2022-05-22,16,0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,2022,77.19636363636364,101.60190304348176,0,44.638096
2613,renner_br_sp_40,2022-05-29,22,0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,2022,77.19636363636364,101.60190304348176,0,44.742157
2614,renner_br_sp_41,2022-04-10,54,0,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,2022,113.42545454545454,100.51515522543538,0,85.896164
2615,renner_br_sp_41,2022-04-17,45,0,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,2022,113.42545454545454,100.51515522543538,1,89.23727
2616,renner_br_sp_41,2022-04-24,62,0,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,2022,113.42545454545454,100.51515522543538,1,89.23727
2617,renner_br_sp_41,2022-05-01,38,0,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,2022,113.42545454545454,100.51515522543538,1,89.159996
2618,renner_br_sp_41,2022-05-08,52,0,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,2022,113.42545454545454,100.51515522543538,0,87.188644
